Territorio,Año,Fuente_Renta,Fuente_Renta_Code,Porcentaje
Garachico,2018,Otros ingresos,OTROS_INGRESOS,12.4
Garachico,2019,Otros ingresos,OTROS_INGRESOS,11.9
Garachico,2020,Otros ingresos,OTROS_INGRESOS,10.0
Garachico,2021,Otros ingresos,OTROS_INGRESOS,11.5
Garachico,2022,Otros ingresos,OTROS_INGRESOS,13.9
Garachico,2023,Otros ingresos,OTROS_INGRESOS,10.9
Garachico,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.8
Garachico,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.7
Garachico,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.8
Garachico,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.8
Garachico,2019,Otras prestaciones,OTRAS_PRESTACIONES,4.1
Garachico,2020,Otras prestaciones,OTRAS_PRESTACIONES,5.4
Garachico,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.8
Garachico,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.7
Garachico,2023,Otras prestaciones,OTRAS_PRESTACIONES,5.0
Garachico,2015,Pensiones,PENSIONES,26.5
Garachico,2016,Pensiones,PENSIONES,26.1
Garachico,2017,Pensiones,PENSIONES,25.5
Garachico,2018,Pensiones,PENSIONES,25.1
Garachico,2019,Pensiones,PENSIONES,25.2
Garachico,2020,Pensiones,PENSIONES,26.7
Garachico,2021,Pensiones,PENSIONES,26.2
Garachico,2022,Pensiones,PENSIONES,24.6
Garachico,2023,Pensiones,PENSIONES,25.9
Garachico,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.5
Garachico,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3
Garachico,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0
Garachico,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6
Garachico,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7
Garachico,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.8
Garachico,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.3
Garachico,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
Garachico,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
Granadilla De Abona,2015,Sueldos y salarios,SUELDOS_SALARIOS,68.3
Granadilla De Abona,2016,Sueldos y salarios,SUELDOS_SALARIOS,69.0
Granadilla De Abona,2017,Sueldos y salarios,SUELDOS_SALARIOS,69.4
Granadilla De Abona,2018,Sueldos y salarios,SUELDOS_SALARIOS,69.6
Granadilla De Abona,2019,Sueldos y salarios,SUELDOS_SALARIOS,69.5
Granadilla De Abona,2020,Sueldos y salarios,SUELDOS_SALARIOS,57.0
Granadilla De Abona,2021,Sueldos y salarios,SUELDOS_SALARIOS,60.1
Granadilla De Abona,2022,Sueldos y salarios,SUELDOS_SALARIOS,67.5
Granadilla De Abona,2023,Sueldos y salarios,SUELDOS_SALARIOS,68.4
Granadilla De Abona,2015,Otros ingresos,OTROS_INGRESOS,10.7
Granadilla De Abona,2016,Otros ingresos,OTROS_INGRESOS,10.8
Granadilla De Abona,2017,Otros ingresos,OTROS_INGRESOS,11.0
Granadilla De Abona,2018,Otros ingresos,OTROS_INGRESOS,11.2
Granadilla De Abona,2019,Otros ingresos,OTROS_INGRESOS,11.4
Granadilla De Abona,2020,Otros ingresos,OTROS_INGRESOS,10.0
Granadilla De Abona,2021,Otros ingresos,OTROS_INGRESOS,12.1
Granadilla De Abona,2022,Otros ingresos,OTROS_INGRESOS,12.4
Granadilla De Abona,2023,Otros ingresos,OTROS_INGRESOS,12.7
Granadilla De Abona,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.5
Granadilla De Abona,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.6
Granadilla De Abona,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.7
Granadilla De Abona,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Granadilla De Abona,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Granadilla De Abona,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.7
Granadilla De Abona,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.8
Granadilla De Abona,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.9
Granadilla De Abona,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.6
Granadilla De Abona,2015,Pensiones,PENSIONES,13.0
Granadilla De Abona,2016,Pensiones,PENSIONES,12.7
Granadilla De Abona,2017,Pensiones,PENSIONES,12.3
Granadilla De Abona,2018,Pensiones,PENSIONES,12.0
Granadilla De Abona,2019,Pensiones,PENSIONES,11.9
Granadilla De Abona,2020,Pensiones,PENSIONES,13.6
Granadilla De Abona,2021,Pensiones,PENSIONES,13.5
Granadilla De Abona,2022,Pensiones,PENSIONES,12.8
Granadilla De Abona,2023,Pensiones,PENSIONES,12.3
Granadilla De Abona,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.6
Granadilla De Abona,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.0
Granadilla De Abona,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6
Granadilla De Abona,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3
Granadilla De Abona,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2
Granadilla De Abona,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,15.8
Granadilla De Abona,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,10.6
Granadilla De Abona,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4
Granadilla De Abona,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
La Guancha,2015,Sueldos y salarios,SUELDOS_SALARIOS,57.2
La Guancha,2016,Sueldos y salarios,SUELDOS_SALARIOS,58.4
La Guancha,2017,Sueldos y salarios,SUELDOS_SALARIOS,60.1
La Guancha,2018,Sueldos y salarios,SUELDOS_SALARIOS,59.6
La Guancha,2019,Sueldos y salarios,SUELDOS_SALARIOS,59.9
La Guancha,2020,Sueldos y salarios,SUELDOS_SALARIOS,54.6
La Guancha,2021,Sueldos y salarios,SUELDOS_SALARIOS,56.7
La Guancha,2022,Sueldos y salarios,SUELDOS_SALARIOS,58.3
La Guancha,2023,Sueldos y salarios,SUELDOS_SALARIOS,59.4
La Guancha,2015,Otros ingresos,OTROS_INGRESOS,7.6
La Guancha,2016,Otros ingresos,OTROS_INGRESOS,7.2
La Guancha,2017,Otros ingresos,OTROS_INGRESOS,7.8
La Guancha,2018,Otros ingresos,OTROS_INGRESOS,8.8
La Guancha,2019,Otros ingresos,OTROS_INGRESOS,8.1
La Guancha,2020,Otros ingresos,OTROS_INGRESOS,7.2
La Guancha,2021,Otros ingresos,OTROS_INGRESOS,8.7
La Guancha,2022,Otros ingresos,OTROS_INGRESOS,9.9
La Guancha,2023,Otros ingresos,OTROS_INGRESOS,9.9
La Guancha,2015,Otras prestaciones,OTRAS_PRESTACIONES,4.2
La Guancha,2016,Otras prestaciones,OTRAS_PRESTACIONES,4.0
La Guancha,2017,Otras prestaciones,OTRAS_PRESTACIONES,4.6
La Guancha,2018,Otras prestaciones,OTRAS_PRESTACIONES,4.7
La Guancha,2019,Otras prestaciones,OTRAS_PRESTACIONES,4.6
La Guancha,2020,Otras prestaciones,OTRAS_PRESTACIONES,5.8
La Guancha,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.3
La Guancha,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.3
La Guancha,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.9
La Guancha,2015,Pensiones,PENSIONES,25.8
La Guancha,2016,Pensiones,PENSIONES,25.9
La Guancha,2017,Pensiones,PENSIONES,23.7
La Guancha,2018,Pensiones,PENSIONES,23.3
La Guancha,2019,Pensiones,PENSIONES,23.7
La Guancha,2020,Pensiones,PENSIONES,23.9
La Guancha,2021,Pensiones,PENSIONES,23.4
La Guancha,2022,Pensiones,PENSIONES,23.4
La Guancha,2023,Pensiones,PENSIONES,23.2
La Guancha,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.3
La Guancha,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.5
La Guancha,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.9
La Guancha,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8
La Guancha,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7
La Guancha,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.6
La Guancha,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.9
La Guancha,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2
La Guancha,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7
Guía De Isora,2015,Sueldos y salarios,SUELDOS_SALARIOS,62.9
Guía De Isora,2016,Sueldos y salarios,SUELDOS_SALARIOS,64.5
Guía De Isora,2017,Sueldos y salarios,SUELDOS_SALARIOS,65.1
Guía De Isora,2018,Sueldos y salarios,SUELDOS_SALARIOS,64.9
Guía De Isora,2019,Sueldos y salarios,SUELDOS_SALARIOS,65.6
Guía De Isora,2020,Sueldos y salarios,SUELDOS_SALARIOS,50.7
Guía De Isora,2021,Sueldos y salarios,SUELDOS_SALARIOS,53.9
Guía De Isora,2022,Sueldos y salarios,SUELDOS_SALARIOS,63.1
Guía De Isora,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.6
Guía De Isora,2015,Otros ingresos,OTROS_INGRESOS,12.4
Guía De Isora,2016,Otros ingresos,OTROS_INGRESOS,12.1
Guía De Isora,2017,Otros ingresos,OTROS_INGRESOS,12.4
Guía De Isora,2018,Otros ingresos,OTROS_INGRESOS,12.7
Guía De Isora,2019,Otros ingresos,OTROS_INGRESOS,11.8
Guía De Isora,2020,Otros ingresos,OTROS_INGRESOS,11.1
Guía De Isora,2021,Otros ingresos,OTROS_INGRESOS,12.9
Guía De Isora,2022,Otros ingresos,OTROS_INGRESOS,13.1
Guía De Isora,2023,Otros ingresos,OTROS_INGRESOS,12.8
Guía De Isora,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.6
Guía De Isora,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.5
Guía De Isora,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.6
Guía De Isora,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Guía De Isora,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Guía De Isora,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.5
Guía De Isora,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.0
Guía De Isora,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.8
Guía De Isora,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.7
Guía De Isora,2015,Pensiones,PENSIONES,16.4
Guía De Isora,2016,Pensiones,PENSIONES,16.0
Guía De Isora,2017,Pensiones,PENSIONES,15.3
Guía De Isora,2018,Pensiones,PENSIONES,15.0
Guía De Isora,2019,Pensiones,PENSIONES,15.4
Guía De Isora,2020,Pensiones,PENSIONES,17.4
Guía De Isora,2021,Pensiones,PENSIONES,17.6
Guía De Isora,2022,Pensiones,PENSIONES,16.8
Guía De Isora,2023,Pensiones,PENSIONES,16.2
Guía De Isora,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.7
Guía De Isora,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.0
Guía De Isora,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.5
Guía De Isora,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3
Guía De Isora,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3
Guía De Isora,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,17.4
Guía De Isora,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,11.6
Guía De Isora,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3
Guía De Isora,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8
Güímar,2015,Sueldos y salarios,SUELDOS_SALARIOS,62.7
Güímar,2016,Sueldos y salarios,SUELDOS_SALARIOS,63.5
Güímar,2017,Sueldos y salarios,SUELDOS_SALARIOS,63.9
Güímar,2018,Sueldos y salarios,SUELDOS_SALARIOS,64.1
Güímar,2019,Sueldos y salarios,SUELDOS_SALARIOS,64.6
Güímar,2020,Sueldos y salarios,SUELDOS_SALARIOS,60.4
Güímar,2021,Sueldos y salarios,SUELDOS_SALARIOS,62.2
Güímar,2022,Sueldos y salarios,SUELDOS_SALARIOS,63.8
Güímar,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.1
Güímar,2015,Otros ingresos,OTROS_INGRESOS,7.8
Güímar,2016,Otros ingresos,OTROS_INGRESOS,8.3
Güímar,2017,Otros ingresos,OTROS_INGRESOS,8.1
Güímar,2018,Otros ingresos,OTROS_INGRESOS,8.7
Güímar,2019,Otros ingresos,OTROS_INGRESOS,8.5
Güímar,2020,Otros ingresos,OTROS_INGRESOS,7.5
Güímar,2021,Otros ingresos,OTROS_INGRESOS,8.6
Güímar,2022,Otros ingresos,OTROS_INGRESOS,9.0
Güímar,2023,Otros ingresos,OTROS_INGRESOS,9.3
Güímar,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.8
Güímar,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.8
Güímar,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Güímar,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.4
Güímar,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.5
Güímar,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.1
Güímar,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.3
Güímar,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.2
Güímar,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.0
Güímar,2015,Pensiones,PENSIONES,22.1
Güímar,2016,Pensiones,PENSIONES,21.2
Güímar,2017,Pensiones,PENSIONES,21.2
Güímar,2018,Pensiones,PENSIONES,20.3
Güímar,2019,Pensiones,PENSIONES,20.0
Güímar,2020,Pensiones,PENSIONES,20.6
Güímar,2021,Pensiones,PENSIONES,20.3
Güímar,2022,Pensiones,PENSIONES,20.0
Güímar,2023,Pensiones,PENSIONES,19.9
Güímar,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.7
Güímar,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2
Güímar,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8
Güímar,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5
Güímar,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4
Güímar,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7.3
Güímar,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.7
Güímar,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
Güímar,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7
Icod De Los Vinos,2015,Sueldos y salarios,SUELDOS_SALARIOS,54.6
Icod De Los Vinos,2016,Sueldos y salarios,SUELDOS_SALARIOS,56.1
Icod De Los Vinos,2017,Sueldos y salarios,SUELDOS_SALARIOS,56.8
Icod De Los Vinos,2018,Sueldos y salarios,SUELDOS_SALARIOS,57.3
Icod De Los Vinos,2019,Sueldos y salarios,SUELDOS_SALARIOS,57.3
Icod De Los Vinos,2020,Sueldos y salarios,SUELDOS_SALARIOS,51.0
Icod De Los Vinos,2021,Sueldos y salarios,SUELDOS_SALARIOS,52.8
Icod De Los Vinos,2022,Sueldos y salarios,SUELDOS_SALARIOS,56.1
Icod De Los Vinos,2023,Sueldos y salarios,SUELDOS_SALARIOS,57.1
Icod De Los Vinos,2015,Otros ingresos,OTROS_INGRESOS,11.4
Icod De Los Vinos,2016,Otros ingresos,OTROS_INGRESOS,11.7
Icod De Los Vinos,2017,Otros ingresos,OTROS_INGRESOS,11.7
Icod De Los Vinos,2018,Otros ingresos,OTROS_INGRESOS,12.0
Icod De Los Vinos,2019,Otros ingresos,OTROS_INGRESOS,11.9
Icod De Los Vinos,2020,Otros ingresos,OTROS_INGRESOS,9.8
Icod De Los Vinos,2021,Otros ingresos,OTROS_INGRESOS,11.1
Icod De Los Vinos,2022,Otros ingresos,OTROS_INGRESOS,12.1
Icod De Los Vinos,2023,Otros ingresos,OTROS_INGRESOS,12.1
Icod De Los Vinos,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.7
Icod De Los Vinos,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.6
Icod De Los Vinos,2017,Otras prestaciones,OTRAS_PRESTACIONES,4.0
Icod De Los Vinos,2018,Otras prestaciones,OTRAS_PRESTACIONES,4.1
Icod De Los Vinos,2019,Otras prestaciones,OTRAS_PRESTACIONES,4.3
Icod De Los Vinos,2020,Otras prestaciones,OTRAS_PRESTACIONES,5.1
Icod De Los Vinos,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.3
Icod De Los Vinos,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.0
Icod De Los Vinos,2023,Otras prestaciones,OTRAS_PRESTACIONES,5.0
Icod De Los Vinos,2015,Pensiones,PENSIONES,24.9
Icod De Los Vinos,2016,Pensiones,PENSIONES,23.9
Icod De Los Vinos,2017,Pensiones,PENSIONES,23.3
Icod De Los Vinos,2018,Pensiones,PENSIONES,22.6
Icod De Los Vinos,2019,Pensiones,PENSIONES,22.6
Icod De Los Vinos,2020,Pensiones,PENSIONES,23.9
Icod De Los Vinos,2021,Pensiones,PENSIONES,23.5
Icod De Los Vinos,2022,Pensiones,PENSIONES,23.3
Icod De Los Vinos,2023,Pensiones,PENSIONES,22.7
Icod De Los Vinos,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.4
Icod De Los Vinos,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.7
Icod De Los Vinos,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2
Icod De Los Vinos,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0
Icod De Los Vinos,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0
Icod De Los Vinos,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,10.3
Icod De Los Vinos,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7.3
Icod De Los Vinos,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6
Icod De Los Vinos,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2
San Cristóbal De La Laguna,2015,Sueldos y salarios,SUELDOS_SALARIOS,64.4
San Cristóbal De La Laguna,2016,Sueldos y salarios,SUELDOS_SALARIOS,64.5
San Cristóbal De La Laguna,2017,Sueldos y salarios,SUELDOS_SALARIOS,64.3
San Cristóbal De La Laguna,2018,Sueldos y salarios,SUELDOS_SALARIOS,64.3
San Cristóbal De La Laguna,2019,Sueldos y salarios,SUELDOS_SALARIOS,64.1
San Cristóbal De La Laguna,2020,Sueldos y salarios,SUELDOS_SALARIOS,60.6
San Cristóbal De La Laguna,2021,Sueldos y salarios,SUELDOS_SALARIOS,61.9
San Cristóbal De La Laguna,2022,Sueldos y salarios,SUELDOS_SALARIOS,62.6
San Cristóbal De La Laguna,2023,Sueldos y salarios,SUELDOS_SALARIOS,62.7
San Cristóbal De La Laguna,2015,Otros ingresos,OTROS_INGRESOS,9.7
San Cristóbal De La Laguna,2016,Otros ingresos,OTROS_INGRESOS,10.0
San Cristóbal De La Laguna,2017,Otros ingresos,OTROS_INGRESOS,10.2
San Cristóbal De La Laguna,2018,Otros ingresos,OTROS_INGRESOS,10.7
San Cristóbal De La Laguna,2019,Otros ingresos,OTROS_INGRESOS,10.8
San Cristóbal De La Laguna,2020,Otros ingresos,OTROS_INGRESOS,9.7
San Cristóbal De La Laguna,2021,Otros ingresos,OTROS_INGRESOS,10.6
San Cristóbal De La Laguna,2022,Otros ingresos,OTROS_INGRESOS,11.1
San Cristóbal De La Laguna,2023,Otros ingresos,OTROS_INGRESOS,11.3
San Cristóbal De La Laguna,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.9
San Cristóbal De La Laguna,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.0
San Cristóbal De La Laguna,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.3
San Cristóbal De La Laguna,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.3
San Cristóbal De La Laguna,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.4
San Cristóbal De La Laguna,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.8
San Cristóbal De La Laguna,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.1
San Cristóbal De La Laguna,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.2
San Cristóbal De La Laguna,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.2
San Cristóbal De La Laguna,2015,Pensiones,PENSIONES,19.6
San Cristóbal De La Laguna,2016,Pensiones,PENSIONES,19.4
San Cristóbal De La Laguna,2017,Pensiones,PENSIONES,19.4
San Cristóbal De La Laguna,2018,Pensiones,PENSIONES,19.1
San Cristóbal De La Laguna,2019,Pensiones,PENSIONES,19.0
San Cristóbal De La Laguna,2020,Pensiones,PENSIONES,20.1
San Cristóbal De La Laguna,2021,Pensiones,PENSIONES,19.7
San Cristóbal De La Laguna,2022,Pensiones,PENSIONES,19.8
San Cristóbal De La Laguna,2023,Pensiones,PENSIONES,19.7
San Cristóbal De La Laguna,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5
San Cristóbal De La Laguna,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1
San Cristóbal De La Laguna,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8
San Cristóbal De La Laguna,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6
San Cristóbal De La Laguna,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6
San Cristóbal De La Laguna,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.8
San Cristóbal De La Laguna,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7
San Cristóbal De La Laguna,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4
San Cristóbal De La Laguna,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2
La Matanza De Acentejo,2015,Sueldos y salarios,SUELDOS_SALARIOS,63.9
La Matanza De Acentejo,2016,Sueldos y salarios,SUELDOS_SALARIOS,64.5
La Matanza De Acentejo,2017,Sueldos y salarios,SUELDOS_SALARIOS,64.6
La Matanza De Acentejo,2018,Sueldos y salarios,SUELDOS_SALARIOS,64.7
La Matanza De Acentejo,2019,Sueldos y salarios,SUELDOS_SALARIOS,64.1
La Matanza De Acentejo,2020,Sueldos y salarios,SUELDOS_SALARIOS,60.8
La Matanza De Acentejo,2021,Sueldos y salarios,SUELDOS_SALARIOS,62.8
La Matanza De Acentejo,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.3
La Matanza De Acentejo,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.3
La Matanza De Acentejo,2015,Otros ingresos,OTROS_INGRESOS,9.2
La Matanza De Acentejo,2016,Otros ingresos,OTROS_INGRESOS,9.2
La Matanza De Acentejo,2017,Otros ingresos,OTROS_INGRESOS,10.4
La Matanza De Acentejo,2018,Otros ingresos,OTROS_INGRESOS,11.1
La Matanza De Acentejo,2019,Otros ingresos,OTROS_INGRESOS,11.9
La Matanza De Acentejo,2020,Otros ingresos,OTROS_INGRESOS,9.1
La Matanza De Acentejo,2021,Otros ingresos,OTROS_INGRESOS,10.1
La Matanza De Acentejo,2022,Otros ingresos,OTROS_INGRESOS,11.2
La Matanza De Acentejo,2023,Otros ingresos,OTROS_INGRESOS,11.3
La Matanza De Acentejo,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.4
La Matanza De Acentejo,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.4
La Matanza De Acentejo,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.6
La Matanza De Acentejo,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.8
La Matanza De Acentejo,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.7
La Matanza De Acentejo,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.3
La Matanza De Acentejo,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.4
La Matanza De Acentejo,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.3
La Matanza De Acentejo,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.4
La Matanza De Acentejo,2015,Pensiones,PENSIONES,18.4
La Matanza De Acentejo,2016,Pensiones,PENSIONES,18.4
La Matanza De Acentejo,2017,Pensiones,PENSIONES,17.5
La Matanza De Acentejo,2018,Pensiones,PENSIONES,16.9
La Matanza De Acentejo,2019,Pensiones,PENSIONES,17.0
La Matanza De Acentejo,2020,Pensiones,PENSIONES,17.9
La Matanza De Acentejo,2021,Pensiones,PENSIONES,17.3
La Matanza De Acentejo,2022,Pensiones,PENSIONES,17.3
La Matanza De Acentejo,2023,Pensiones,PENSIONES,17.1
La Matanza De Acentejo,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.2
La Matanza De Acentejo,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6
La Matanza De Acentejo,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0
La Matanza De Acentejo,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5
La Matanza De Acentejo,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4
La Matanza De Acentejo,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.0
La Matanza De Acentejo,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.4
La Matanza De Acentejo,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0
La Matanza De Acentejo,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0
La Orotava,2015,Sueldos y salarios,SUELDOS_SALARIOS,58.8
La Orotava,2016,Sueldos y salarios,SUELDOS_SALARIOS,59.4
La Orotava,2017,Sueldos y salarios,SUELDOS_SALARIOS,59.6
La Orotava,2018,Sueldos y salarios,SUELDOS_SALARIOS,60.0
La Orotava,2019,Sueldos y salarios,SUELDOS_SALARIOS,60.6
La Orotava,2020,Sueldos y salarios,SUELDOS_SALARIOS,55.0
La Orotava,2021,Sueldos y salarios,SUELDOS_SALARIOS,56.7
La Orotava,2022,Sueldos y salarios,SUELDOS_SALARIOS,59.3
La Orotava,2023,Sueldos y salarios,SUELDOS_SALARIOS,60.0
La Orotava,2015,Otros ingresos,OTROS_INGRESOS,12.5
La Orotava,2016,Otros ingresos,OTROS_INGRESOS,12.7
La Orotava,2017,Otros ingresos,OTROS_INGRESOS,12.8
La Orotava,2018,Otros ingresos,OTROS_INGRESOS,13.5
La Orotava,2019,Otros ingresos,OTROS_INGRESOS,12.9
La Orotava,2020,Otros ingresos,OTROS_INGRESOS,11.0
La Orotava,2021,Otros ingresos,OTROS_INGRESOS,13.0
La Orotava,2022,Otros ingresos,OTROS_INGRESOS,13.5
La Orotava,2023,Otros ingresos,OTROS_INGRESOS,13.5
La Orotava,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.0
